# The kernel record, read by `rudb-bench kernels --check`.
#
# One block per machine. Written by `rudb-bench kernels --record`, which runs `cargo xtask kernels
# --json` in a rudb checkout and stores what it said. The numbers are nanoseconds per row and every
# machine has its own, so a block is only ever compared against a later block from the same machine.
#
# A cell line is the table, the case, the detail, the form pair or stage, the null percentage, the
# rows the time was divided by, nanoseconds per row, the interquartile range as a percentage of the
# median, and whether a specialized loop ran or the row at a time path did. Separated by pipes
# because a case name has spaces in it and a column layout that breaks on the first one is a file
# format that works until somebody adds a case.
#
# This is also the committed form of the compaction surface, which sub-milestone 2b asks for by
# name: the rows whose table is `compaction` are it.
#
# Rule ten applies here as everywhere. Nothing in this file times a query, so nothing in it is a
# result on its own.

[kernels]
machine   gamingpc-wsl
rudb      0.2.2 6e78afa
recorded  2026-09-11
cell      comparison | Bool | BOOLEAN | flat/flat | 0 | 1024 | 0.0544 | 0.8 | kernel
cell      arithmetic | Int32 | INTEGER | dict/flat | 0 | 1024 | 1.5711 | 19.0 | kernel
cell      comparison | Int32 | INTEGER | flat/flat | 1 | 1024 | 1.4838 | 9.8 | kernel
cell      arithmetic | Int32 | INTEGER | flat/flat | 1 | 1024 | 3.8368 | 17.1 | kernel
cell      comparison | Int32 | INTEGER | flat/const | 1 | 1024 | 1.7502 | 12.6 | kernel
cell      arithmetic | Int32 | INTEGER | flat/const | 1 | 1024 | 2.6991 | 6.6 | kernel
cell      comparison | Int32 | INTEGER | const/flat | 1 | 1024 | 1.6190 | 7.8 | kernel
cell      arithmetic | Int32 | INTEGER | const/flat | 1 | 1024 | 2.6350 | 12.4 | kernel
cell      comparison | Int32 | INTEGER | dict/const | 1 | 1024 | 1.2447 | 6.3 | kernel
cell      arithmetic | Int32 | INTEGER | dict/const | 1 | 1024 | 1.7345 | 11.5 | kernel
cell      comparison | Int32 | INTEGER | dict/flat | 1 | 1024 | 2.5724 | 6.7 | kernel
cell      arithmetic | Int32 | INTEGER | dict/flat | 1 | 1024 | 2.7149 | 18.0 | kernel
cell      comparison | Int32 | INTEGER | flat/flat | 50 | 1024 | 1.7270 | 2.6 | kernel
cell      arithmetic | Int32 | INTEGER | flat/flat | 50 | 1024 | 3.0086 | 9.1 | kernel
cell      comparison | Int32 | INTEGER | flat/const | 50 | 1024 | 1.8847 | 8.4 | kernel
cell      arithmetic | Int32 | INTEGER | flat/const | 50 | 1024 | 4.6909 | 167.7 | kernel
cell      comparison | Int32 | INTEGER | const/flat | 50 | 1024 | 9.5082 | 174.8 | kernel
cell      arithmetic | Int32 | INTEGER | const/flat | 50 | 1024 | 2.5206 | 7.8 | kernel
cell      comparison | Int32 | INTEGER | dict/const | 50 | 1024 | 1.2855 | 6.7 | kernel
cell      arithmetic | Int32 | INTEGER | dict/const | 50 | 1024 | 2.0086 | 12.7 | kernel
cell      comparison | Int32 | INTEGER | dict/flat | 50 | 1024 | 4.1401 | 35.1 | kernel
cell      arithmetic | Int32 | INTEGER | dict/flat | 50 | 1024 | 3.3181 | 41.7 | kernel
cell      comparison | Int64 | BIGINT | flat/flat | 0 | 1024 | 1.6244 | 10.7 | kernel
cell      arithmetic | Int64 | BIGINT | flat/flat | 0 | 1024 | 1.4685 | 6.0 | kernel
cell      comparison | Int64 | BIGINT | flat/const | 0 | 1024 | 1.1360 | 13.7 | kernel
cell      arithmetic | Int64 | BIGINT | flat/const | 0 | 1024 | 1.2650 | 2.7 | kernel
cell      comparison | Int64 | BIGINT | const/flat | 0 | 1024 | 1.1564 | 4.7 | kernel
cell      arithmetic | Int64 | BIGINT | const/flat | 0 | 1024 | 1.3745 | 13.2 | kernel
cell      comparison | Int64 | BIGINT | dict/const | 0 | 1024 | 1.4401 | 8.1 | kernel
cell      arithmetic | Int64 | BIGINT | dict/const | 0 | 1024 | 1.7206 | 13.2 | kernel
cell      comparison | Int64 | BIGINT | dict/flat | 0 | 1024 | 1.5706 | 3.6 | kernel
cell      arithmetic | Int64 | BIGINT | dict/flat | 0 | 1024 | 1.9230 | 22.2 | kernel
cell      comparison | Int64 | BIGINT | flat/flat | 1 | 1024 | 2.2972 | 9.5 | kernel
cell      arithmetic | Int64 | BIGINT | flat/flat | 1 | 1024 | 2.5836 | 22.6 | kernel
cell      comparison | Int64 | BIGINT | flat/const | 1 | 1024 | 2.3060 | 17.1 | kernel
cell      arithmetic | Int64 | BIGINT | flat/const | 1 | 1024 | 2.5920 | 6.5 | kernel
cell      comparison | Int64 | BIGINT | const/flat | 1 | 1024 | 2.2407 | 6.2 | kernel
cell      arithmetic | Int64 | BIGINT | const/flat | 1 | 1024 | 2.3004 | 7.5 | kernel
cell      comparison | Int64 | BIGINT | dict/const | 1 | 1024 | 1.4245 | 8.4 | kernel
cell      arithmetic | Int64 | BIGINT | dict/const | 1 | 1024 | 1.6365 | 8.7 | kernel
cell      comparison | Int64 | BIGINT | dict/flat | 1 | 1024 | 2.5627 | 11.8 | kernel
cell      arithmetic | Int64 | BIGINT | dict/flat | 1 | 1024 | 2.7964 | 6.5 | kernel
cell      comparison | Int64 | BIGINT | flat/flat | 50 | 1024 | 2.6790 | 9.2 | kernel
cell      arithmetic | Int64 | BIGINT | flat/flat | 50 | 1024 | 2.8346 | 5.0 | kernel
cell      comparison | Int64 | BIGINT | flat/const | 50 | 1024 | 2.5285 | 6.5 | kernel
cell      arithmetic | Int64 | BIGINT | flat/const | 50 | 1024 | 2.4662 | 2.8 | kernel
cell      comparison | Int64 | BIGINT | const/flat | 50 | 1024 | 2.4958 | 10.9 | kernel
cell      arithmetic | Int64 | BIGINT | const/flat | 50 | 1024 | 2.5137 | 7.7 | kernel
cell      comparison | Int64 | BIGINT | dict/const | 50 | 1024 | 1.5525 | 11.6 | kernel
cell      arithmetic | Int64 | BIGINT | dict/const | 50 | 1024 | 1.6377 | 8.5 | kernel
cell      comparison | Int64 | BIGINT | dict/flat | 50 | 1024 | 3.0088 | 7.8 | kernel
cell      arithmetic | Int64 | BIGINT | dict/flat | 50 | 1024 | 3.0866 | 2.8 | kernel
cell      comparison | Int128 | HUGEINT | flat/flat | 0 | 1024 | 1.3783 | 6.3 | kernel
cell      arithmetic | Int128 | HUGEINT | flat/flat | 0 | 1024 | 1.8034 | 7.8 | kernel
cell      comparison | Int128 | HUGEINT | flat/const | 0 | 1024 | 1.2481 | 4.9 | kernel
cell      arithmetic | Int128 | HUGEINT | flat/const | 0 | 1024 | 1.8224 | 4.7 | kernel
cell      comparison | Int128 | HUGEINT | const/flat | 0 | 1024 | 1.6310 | 21.3 | kernel
cell      arithmetic | Int128 | HUGEINT | const/flat | 0 | 1024 | 1.7672 | 21.0 | kernel
cell      comparison | Int128 | HUGEINT | dict/const | 0 | 1024 | 1.7226 | 7.3 | kernel
cell      arithmetic | Int128 | HUGEINT | dict/const | 0 | 1024 | 2.5038 | 12.9 | kernel
cell      comparison | Int128 | HUGEINT | dict/flat | 0 | 1024 | 1.9679 | 3.7 | kernel
cell      arithmetic | Int128 | HUGEINT | dict/flat | 0 | 1024 | 2.5272 | 3.1 | kernel
cell      comparison | Int128 | HUGEINT | flat/flat | 1 | 1024 | 2.9421 | 1.1 | kernel
cell      arithmetic | Int128 | HUGEINT | flat/flat | 1 | 1024 | 3.2717 | 10.2 | kernel
cell      comparison | Int128 | HUGEINT | flat/const | 1 | 1024 | 2.4253 | 7.4 | kernel
cell      arithmetic | Int128 | HUGEINT | flat/const | 1 | 1024 | 2.7556 | 7.6 | kernel
cell      comparison | Int128 | HUGEINT | const/flat | 1 | 1024 | 2.5229 | 3.5 | kernel
cell      arithmetic | Int128 | HUGEINT | const/flat | 1 | 1024 | 2.7924 | 14.0 | kernel
cell      comparison | Int128 | HUGEINT | dict/const | 1 | 1024 | 1.7298 | 7.8 | kernel
cell      arithmetic | Int128 | HUGEINT | dict/const | 1 | 1024 | 2.1986 | 3.7 | kernel
cell      comparison | Int128 | HUGEINT | dict/flat | 1 | 1024 | 2.8229 | 10.3 | kernel
cell      arithmetic | Int128 | HUGEINT | dict/flat | 1 | 1024 | 3.3572 | 11.6 | kernel
cell      comparison | Int128 | HUGEINT | flat/flat | 50 | 1024 | 2.9194 | 6.4 | kernel
cell      arithmetic | Int128 | HUGEINT | flat/flat | 50 | 1024 | 2.9733 | 9.2 | kernel
cell      comparison | Int128 | HUGEINT | flat/const | 50 | 1024 | 2.6757 | 7.4 | kernel
cell      arithmetic | Int128 | HUGEINT | flat/const | 50 | 1024 | 3.0743 | 16.6 | kernel
cell      comparison | Int128 | HUGEINT | const/flat | 50 | 1024 | 2.5388 | 9.5 | kernel
cell      arithmetic | Int128 | HUGEINT | const/flat | 50 | 1024 | 3.1325 | 7.6 | kernel
cell      comparison | Int128 | HUGEINT | dict/const | 50 | 1024 | 1.7007 | 17.1 | kernel
cell      arithmetic | Int128 | HUGEINT | dict/const | 50 | 1024 | 2.3453 | 8.4 | kernel
cell      comparison | Int128 | HUGEINT | dict/flat | 50 | 1024 | 2.8044 | 7.8 | kernel
cell      arithmetic | Int128 | HUGEINT | dict/flat | 50 | 1024 | 3.4648 | 7.6 | kernel
cell      comparison | UInt8 | UTINYINT | flat/flat | 0 | 1024 | 0.2339 | 11.5 | kernel
cell      arithmetic | UInt8 | UTINYINT | flat/flat | 0 | 1024 | 0.2784 | 5.0 | kernel
cell      comparison | UInt8 | UTINYINT | flat/const | 0 | 1024 | 0.3076 | 8.7 | kernel
cell      arithmetic | UInt8 | UTINYINT | flat/const | 0 | 1024 | 0.4037 | 8.5 | kernel
cell      comparison | UInt8 | UTINYINT | const/flat | 0 | 1024 | 0.3676 | 16.1 | kernel
cell      arithmetic | UInt8 | UTINYINT | const/flat | 0 | 1024 | 0.4542 | 7.5 | kernel
cell      comparison | UInt8 | UTINYINT | dict/const | 0 | 1024 | 1.2057 | 5.5 | kernel
cell      arithmetic | UInt8 | UTINYINT | dict/const | 0 | 1024 | 1.5382 | 3.3 | kernel
cell      comparison | UInt8 | UTINYINT | dict/flat | 0 | 1024 | 1.3712 | 16.5 | kernel
cell      arithmetic | UInt8 | UTINYINT | dict/flat | 0 | 1024 | 1.3464 | 2.0 | kernel
cell      comparison | UInt8 | UTINYINT | flat/flat | 1 | 1024 | 1.6255 | 15.5 | kernel
cell      arithmetic | UInt8 | UTINYINT | flat/flat | 1 | 1024 | 1.5406 | 4.7 | kernel
cell      comparison | UInt8 | UTINYINT | flat/const | 1 | 1024 | 1.5999 | 3.9 | kernel
cell      arithmetic | UInt8 | UTINYINT | flat/const | 1 | 1024 | 1.6807 | 20.0 | kernel
cell      comparison | UInt8 | UTINYINT | const/flat | 1 | 1024 | 1.6060 | 14.1 | kernel
cell      arithmetic | UInt8 | UTINYINT | const/flat | 1 | 1024 | 1.5934 | 8.0 | kernel
cell      comparison | UInt8 | UTINYINT | dict/const | 1 | 1024 | 1.2518 | 7.4 | kernel
cell      arithmetic | UInt8 | UTINYINT | dict/const | 1 | 1024 | 1.6029 | 6.8 | kernel
cell      comparison | UInt8 | UTINYINT | dict/flat | 1 | 1024 | 2.8581 | 15.2 | kernel
cell      arithmetic | UInt8 | UTINYINT | dict/flat | 1 | 1024 | 2.3379 | 8.1 | kernel
cell      comparison | UInt8 | UTINYINT | flat/flat | 50 | 1024 | 1.5028 | 6.2 | kernel
cell      arithmetic | UInt8 | UTINYINT | flat/flat | 50 | 1024 | 1.6150 | 13.1 | kernel
cell      comparison | UInt8 | UTINYINT | flat/const | 50 | 1024 | 1.7995 | 25.3 | kernel
cell      arithmetic | UInt8 | UTINYINT | flat/const | 50 | 1024 | 1.6737 | 12.8 | kernel
cell      comparison | UInt8 | UTINYINT | const/flat | 50 | 1024 | 1.8100 | 5.0 | kernel
cell      arithmetic | UInt8 | UTINYINT | const/flat | 50 | 1024 | 1.4022 | 9.9 | kernel
cell      comparison | UInt8 | UTINYINT | dict/const | 50 | 1024 | 1.1944 | 14.8 | kernel
cell      arithmetic | UInt8 | UTINYINT | dict/const | 50 | 1024 | 1.4701 | 8.3 | kernel
cell      comparison | UInt8 | UTINYINT | dict/flat | 50 | 1024 | 2.8069 | 21.2 | kernel
cell      arithmetic | UInt8 | UTINYINT | dict/flat | 50 | 1024 | 2.5152 | 13.2 | kernel
cell      comparison | UInt16 | USMALLINT | flat/flat | 0 | 1024 | 0.2687 | 9.5 | kernel
cell      arithmetic | UInt16 | USMALLINT | flat/flat | 0 | 1024 | 0.3707 | 11.2 | kernel
cell      comparison | UInt16 | USMALLINT | flat/const | 0 | 1024 | 0.3383 | 7.4 | kernel
cell      arithmetic | UInt16 | USMALLINT | flat/const | 0 | 1024 | 0.4857 | 3.8 | kernel
cell      comparison | UInt16 | USMALLINT | const/flat | 0 | 1024 | 0.4025 | 7.5 | kernel
cell      arithmetic | UInt16 | USMALLINT | const/flat | 0 | 1024 | 0.4620 | 14.9 | kernel
cell      comparison | UInt16 | USMALLINT | dict/const | 0 | 1024 | 1.5698 | 10.2 | kernel
cell      arithmetic | UInt16 | USMALLINT | dict/const | 0 | 1024 | 1.6307 | 5.0 | kernel
cell      comparison | UInt16 | USMALLINT | dict/flat | 0 | 1024 | 1.2081 | 8.6 | kernel
cell      arithmetic | UInt16 | USMALLINT | dict/flat | 0 | 1024 | 1.5626 | 7.4 | kernel
cell      comparison | UInt16 | USMALLINT | flat/flat | 1 | 1024 | 1.3848 | 4.5 | kernel
cell      arithmetic | UInt16 | USMALLINT | flat/flat | 1 | 1024 | 1.5475 | 6.4 | kernel
cell      comparison | UInt16 | USMALLINT | flat/const | 1 | 1024 | 1.4457 | 11.8 | kernel
cell      arithmetic | UInt16 | USMALLINT | flat/const | 1 | 1024 | 2.0027 | 15.5 | kernel
cell      comparison | UInt16 | USMALLINT | const/flat | 1 | 1024 | 1.6299 | 15.8 | kernel
cell      arithmetic | UInt16 | USMALLINT | const/flat | 1 | 1024 | 1.7298 | 8.8 | kernel
cell      comparison | UInt16 | USMALLINT | dict/const | 1 | 1024 | 1.5809 | 11.8 | kernel
cell      arithmetic | UInt16 | USMALLINT | dict/const | 1 | 1024 | 1.7045 | 5.5 | kernel
cell      comparison | UInt16 | USMALLINT | dict/flat | 1 | 1024 | 2.5230 | 12.9 | kernel
cell      arithmetic | UInt16 | USMALLINT | dict/flat | 1 | 1024 | 2.9893 | 3.1 | kernel
cell      comparison | UInt16 | USMALLINT | flat/flat | 50 | 1024 | 1.6190 | 1.1 | kernel
cell      arithmetic | UInt16 | USMALLINT | flat/flat | 50 | 1024 | 1.7229 | 1.4 | kernel
cell      comparison | UInt16 | USMALLINT | flat/const | 50 | 1024 | 1.6319 | 3.2 | kernel
cell      arithmetic | UInt16 | USMALLINT | flat/const | 50 | 1024 | 1.6879 | 9.6 | kernel
cell      comparison | UInt16 | USMALLINT | const/flat | 50 | 1024 | 1.6827 | 7.2 | kernel
cell      arithmetic | UInt16 | USMALLINT | const/flat | 50 | 1024 | 1.6650 | 2.2 | kernel
cell      comparison | UInt16 | USMALLINT | dict/const | 50 | 1024 | 1.5593 | 10.1 | kernel
cell      arithmetic | UInt16 | USMALLINT | dict/const | 50 | 1024 | 1.6078 | 12.7 | kernel
cell      comparison | UInt16 | USMALLINT | dict/flat | 50 | 1024 | 2.5284 | 5.1 | kernel
cell      arithmetic | UInt16 | USMALLINT | dict/flat | 50 | 1024 | 2.8209 | 8.5 | kernel
cell      comparison | UInt32 | UINTEGER | flat/flat | 0 | 1024 | 0.4004 | 13.4 | kernel
cell      arithmetic | UInt32 | UINTEGER | flat/flat | 0 | 1024 | 0.5099 | 7.2 | kernel
cell      comparison | UInt32 | UINTEGER | flat/const | 0 | 1024 | 0.5771 | 13.2 | kernel
cell      arithmetic | UInt32 | UINTEGER | flat/const | 0 | 1024 | 0.6518 | 14.2 | kernel
cell      comparison | UInt32 | UINTEGER | const/flat | 0 | 1024 | 0.5980 | 1.0 | kernel
cell      arithmetic | UInt32 | UINTEGER | const/flat | 0 | 1024 | 0.6612 | 1.8 | kernel
cell      comparison | UInt32 | UINTEGER | dict/const | 0 | 1024 | 1.6144 | 1.8 | kernel
cell      arithmetic | UInt32 | UINTEGER | dict/const | 0 | 1024 | 1.8319 | 16.4 | kernel
cell      comparison | UInt32 | UINTEGER | dict/flat | 0 | 1024 | 1.1965 | 15.6 | kernel
cell      arithmetic | UInt32 | UINTEGER | dict/flat | 0 | 1024 | 1.7882 | 3.8 | kernel
cell      comparison | UInt32 | UINTEGER | flat/flat | 1 | 1024 | 1.8262 | 4.6 | kernel
cell      arithmetic | UInt32 | UINTEGER | flat/flat | 1 | 1024 | 1.7050 | 10.9 | kernel
cell      comparison | UInt32 | UINTEGER | flat/const | 1 | 1024 | 1.6396 | 20.9 | kernel
cell      arithmetic | UInt32 | UINTEGER | flat/const | 1 | 1024 | 1.8417 | 9.1 | kernel
cell      comparison | UInt32 | UINTEGER | const/flat | 1 | 1024 | 1.6803 | 8.2 | kernel
cell      arithmetic | UInt32 | UINTEGER | const/flat | 1 | 1024 | 1.8462 | 15.8 | kernel
cell      comparison | UInt32 | UINTEGER | dict/const | 1 | 1024 | 1.3956 | 4.8 | kernel
cell      arithmetic | UInt32 | UINTEGER | dict/const | 1 | 1024 | 1.5253 | 15.7 | kernel
cell      comparison | UInt32 | UINTEGER | dict/flat | 1 | 1024 | 2.0747 | 14.2 | kernel
cell      arithmetic | UInt32 | UINTEGER | dict/flat | 1 | 1024 | 2.5609 | 7.1 | kernel
cell      comparison | UInt32 | UINTEGER | flat/flat | 50 | 1024 | 1.7904 | 1.6 | kernel
cell      arithmetic | UInt32 | UINTEGER | flat/flat | 50 | 1024 | 1.5512 | 5.8 | kernel
cell      comparison | UInt32 | UINTEGER | flat/const | 50 | 1024 | 1.6255 | 8.0 | kernel
cell      arithmetic | UInt32 | UINTEGER | flat/const | 50 | 1024 | 1.6293 | 10.2 | kernel
cell      comparison | UInt32 | UINTEGER | const/flat | 50 | 1024 | 1.7285 | 2.4 | kernel
cell      arithmetic | UInt32 | UINTEGER | const/flat | 50 | 1024 | 1.9832 | 11.2 | kernel
cell      comparison | UInt32 | UINTEGER | dict/const | 50 | 1024 | 1.5259 | 17.8 | kernel
cell      arithmetic | UInt32 | UINTEGER | dict/const | 50 | 1024 | 1.7014 | 12.1 | kernel
cell      comparison | UInt32 | UINTEGER | dict/flat | 50 | 1024 | 2.3220 | 13.6 | kernel
cell      arithmetic | UInt32 | UINTEGER | dict/flat | 50 | 1024 | 2.7533 | 6.5 | kernel
cell      comparison | UInt64 | UBIGINT | flat/flat | 0 | 1024 | 1.1722 | 6.5 | kernel
cell      arithmetic | UInt64 | UBIGINT | flat/flat | 0 | 1024 | 1.1910 | 14.0 | kernel
cell      comparison | UInt64 | UBIGINT | flat/const | 0 | 1024 | 1.1137 | 6.5 | kernel
cell      arithmetic | UInt64 | UBIGINT | flat/const | 0 | 1024 | 1.3627 | 12.2 | kernel
cell      comparison | UInt64 | UBIGINT | const/flat | 0 | 1024 | 1.1806 | 5.4 | kernel
cell      arithmetic | UInt64 | UBIGINT | const/flat | 0 | 1024 | 1.1327 | 2.7 | kernel
cell      comparison | UInt64 | UBIGINT | dict/const | 0 | 1024 | 1.5935 | 3.8 | kernel
cell      arithmetic | UInt64 | UBIGINT | dict/const | 0 | 1024 | 1.7883 | 7.4 | kernel
cell      comparison | UInt64 | UBIGINT | dict/flat | 0 | 1024 | 1.4807 | 17.1 | kernel
cell      arithmetic | UInt64 | UBIGINT | dict/flat | 0 | 1024 | 1.7851 | 11.7 | kernel
cell      comparison | UInt64 | UBIGINT | flat/flat | 1 | 1024 | 2.2775 | 6.2 | kernel
cell      arithmetic | UInt64 | UBIGINT | flat/flat | 1 | 1024 | 2.5146 | 6.9 | kernel
cell      comparison | UInt64 | UBIGINT | flat/const | 1 | 1024 | 2.3327 | 7.3 | kernel
cell      arithmetic | UInt64 | UBIGINT | flat/const | 1 | 1024 | 2.5472 | 16.3 | kernel
cell      comparison | UInt64 | UBIGINT | const/flat | 1 | 1024 | 2.4987 | 8.9 | kernel
cell      arithmetic | UInt64 | UBIGINT | const/flat | 1 | 1024 | 2.7793 | 11.5 | kernel
cell      comparison | UInt64 | UBIGINT | dict/const | 1 | 1024 | 1.5704 | 12.3 | kernel
cell      arithmetic | UInt64 | UBIGINT | dict/const | 1 | 1024 | 1.7724 | 5.7 | kernel
cell      comparison | UInt64 | UBIGINT | dict/flat | 1 | 1024 | 2.5554 | 2.3 | kernel
cell      arithmetic | UInt64 | UBIGINT | dict/flat | 1 | 1024 | 2.9204 | 7.5 | kernel
cell      comparison | UInt64 | UBIGINT | flat/flat | 50 | 1024 | 2.5193 | 3.4 | kernel
cell      arithmetic | UInt64 | UBIGINT | flat/flat | 50 | 1024 | 2.4653 | 2.2 | kernel
cell      comparison | UInt64 | UBIGINT | flat/const | 50 | 1024 | 2.4185 | 7.2 | kernel
cell      arithmetic | UInt64 | UBIGINT | flat/const | 50 | 1024 | 2.3481 | 10.3 | kernel
cell      comparison | UInt64 | UBIGINT | const/flat | 50 | 1024 | 2.4926 | 5.7 | kernel
cell      arithmetic | UInt64 | UBIGINT | const/flat | 50 | 1024 | 2.3686 | 14.0 | kernel
cell      comparison | UInt64 | UBIGINT | dict/const | 50 | 1024 | 1.4805 | 15.1 | kernel
cell      arithmetic | UInt64 | UBIGINT | dict/const | 50 | 1024 | 1.5660 | 7.1 | kernel
cell      comparison | UInt64 | UBIGINT | dict/flat | 50 | 1024 | 2.5785 | 9.0 | kernel
cell      arithmetic | UInt64 | UBIGINT | dict/flat | 50 | 1024 | 3.0018 | 9.7 | kernel
cell      comparison | UInt128 | UHUGEINT | flat/flat | 0 | 1024 | 1.3935 | 3.3 | kernel
cell      arithmetic | UInt128 | UHUGEINT | flat/flat | 0 | 1024 | 1.7334 | 6.7 | kernel
cell      comparison | UInt128 | UHUGEINT | flat/const | 0 | 1024 | 1.4724 | 6.6 | kernel
cell      arithmetic | UInt128 | UHUGEINT | flat/const | 0 | 1024 | 2.1345 | 12.2 | kernel
cell      comparison | UInt128 | UHUGEINT | const/flat | 0 | 1024 | 1.7283 | 16.8 | kernel
cell      arithmetic | UInt128 | UHUGEINT | const/flat | 0 | 1024 | 1.7046 | 4.5 | kernel
cell      comparison | UInt128 | UHUGEINT | dict/const | 0 | 1024 | 1.5208 | 14.4 | kernel
cell      arithmetic | UInt128 | UHUGEINT | dict/const | 0 | 1024 | 2.5431 | 9.0 | kernel
cell      comparison | UInt128 | UHUGEINT | dict/flat | 0 | 1024 | 1.7138 | 9.8 | kernel
cell      arithmetic | UInt128 | UHUGEINT | dict/flat | 0 | 1024 | 2.1124 | 5.9 | kernel
cell      comparison | UInt128 | UHUGEINT | flat/flat | 1 | 1024 | 2.2773 | 7.8 | kernel
cell      arithmetic | UInt128 | UHUGEINT | flat/flat | 1 | 1024 | 2.7918 | 6.4 | kernel
cell      comparison | UInt128 | UHUGEINT | flat/const | 1 | 1024 | 2.6336 | 6.2 | kernel
cell      arithmetic | UInt128 | UHUGEINT | flat/const | 1 | 1024 | 3.0144 | 2.1 | kernel
cell      comparison | UInt128 | UHUGEINT | const/flat | 1 | 1024 | 2.5168 | 13.4 | kernel
cell      arithmetic | UInt128 | UHUGEINT | const/flat | 1 | 1024 | 3.0827 | 7.3 | kernel
cell      comparison | UInt128 | UHUGEINT | dict/const | 1 | 1024 | 1.7498 | 32.0 | kernel
cell      arithmetic | UInt128 | UHUGEINT | dict/const | 1 | 1024 | 2.2274 | 8.1 | kernel
cell      comparison | UInt128 | UHUGEINT | dict/flat | 1 | 1024 | 2.6926 | 2.7 | kernel
cell      arithmetic | UInt128 | UHUGEINT | dict/flat | 1 | 1024 | 4.6088 | 9.0 | kernel
cell      comparison | UInt128 | UHUGEINT | flat/flat | 50 | 1024 | 2.5127 | 16.6 | kernel
cell      arithmetic | UInt128 | UHUGEINT | flat/flat | 50 | 1024 | 3.5249 | 13.5 | kernel
cell      comparison | UInt128 | UHUGEINT | flat/const | 50 | 1024 | 2.6953 | 1.4 | kernel
cell      arithmetic | UInt128 | UHUGEINT | flat/const | 50 | 1024 | 2.9927 | 4.3 | kernel
cell      comparison | UInt128 | UHUGEINT | const/flat | 50 | 1024 | 2.6447 | 8.0 | kernel
cell      arithmetic | UInt128 | UHUGEINT | const/flat | 50 | 1024 | 2.8626 | 26.7 | kernel
cell      comparison | UInt128 | UHUGEINT | dict/const | 50 | 1024 | 1.4657 | 4.5 | kernel
cell      arithmetic | UInt128 | UHUGEINT | dict/const | 50 | 1024 | 2.4821 | 6.5 | kernel
cell      comparison | UInt128 | UHUGEINT | dict/flat | 50 | 1024 | 2.9596 | 5.1 | kernel
cell      arithmetic | UInt128 | UHUGEINT | dict/flat | 50 | 1024 | 3.4354 | 17.8 | kernel
cell      comparison | Float32 | FLOAT | flat/flat | 0 | 1024 | 0.6757 | 7.6 | kernel
cell      arithmetic | Float32 | FLOAT | flat/flat | 0 | 1024 | 2.1481 | 8.3 | kernel
cell      comparison | Float32 | FLOAT | flat/const | 0 | 1024 | 0.7848 | 11.5 | kernel
cell      arithmetic | Float32 | FLOAT | flat/const | 0 | 1024 | 1.9451 | 9.0 | kernel
cell      comparison | Float32 | FLOAT | const/flat | 0 | 1024 | 0.7133 | 5.5 | kernel
cell      arithmetic | Float32 | FLOAT | const/flat | 0 | 1024 | 2.1261 | 4.9 | kernel
cell      comparison | Float32 | FLOAT | dict/const | 0 | 1024 | 3.1606 | 8.0 | kernel
cell      arithmetic | Float32 | FLOAT | dict/const | 0 | 1024 | 2.2467 | 11.6 | kernel
cell      comparison | Float32 | FLOAT | dict/flat | 0 | 1024 | 3.6690 | 6.5 | kernel
cell      arithmetic | Float32 | FLOAT | dict/flat | 0 | 1024 | 2.2223 | 2.6 | kernel
cell      comparison | Float32 | FLOAT | flat/flat | 1 | 1024 | 1.8457 | 13.2 | kernel
cell      arithmetic | Float32 | FLOAT | flat/flat | 1 | 1024 | 2.9889 | 13.2 | kernel
cell      comparison | Float32 | FLOAT | flat/const | 1 | 1024 | 1.5821 | 16.4 | kernel
cell      arithmetic | Float32 | FLOAT | flat/const | 1 | 1024 | 3.3628 | 2.5 | kernel
cell      comparison | Float32 | FLOAT | const/flat | 1 | 1024 | 1.8294 | 11.4 | kernel
cell      arithmetic | Float32 | FLOAT | const/flat | 1 | 1024 | 2.7803 | 6.7 | kernel
cell      comparison | Float32 | FLOAT | dict/const | 1 | 1024 | 3.2680 | 1.7 | kernel
cell      arithmetic | Float32 | FLOAT | dict/const | 1 | 1024 | 2.4030 | 8.6 | kernel
cell      comparison | Float32 | FLOAT | dict/flat | 1 | 1024 | 4.7134 | 3.1 | kernel
cell      arithmetic | Float32 | FLOAT | dict/flat | 1 | 1024 | 3.3782 | 8.9 | kernel
cell      comparison | Float32 | FLOAT | flat/flat | 50 | 1024 | 1.8074 | 5.4 | kernel
cell      arithmetic | Float32 | FLOAT | flat/flat | 50 | 1024 | 3.7874 | 13.7 | kernel
cell      comparison | Float32 | FLOAT | flat/const | 50 | 1024 | 2.1512 | 7.2 | kernel
cell      arithmetic | Float32 | FLOAT | flat/const | 50 | 1024 | 3.5841 | 6.5 | kernel
cell      comparison | Float32 | FLOAT | const/flat | 50 | 1024 | 1.9743 | 2.2 | kernel
cell      arithmetic | Float32 | FLOAT | const/flat | 50 | 1024 | 2.7322 | 11.6 | kernel
cell      comparison | Float32 | FLOAT | dict/const | 50 | 1024 | 3.3396 | 6.5 | kernel
cell      arithmetic | Float32 | FLOAT | dict/const | 50 | 1024 | 2.3100 | 7.8 | kernel
cell      comparison | Float32 | FLOAT | dict/flat | 50 | 1024 | 5.4128 | 11.5 | kernel
cell      arithmetic | Float32 | FLOAT | dict/flat | 50 | 1024 | 3.5565 | 7.8 | kernel
